datetime,Open,High,Low,Close,Volume,Adj Close,returns,log_returns,sma_20,sma_50,ema_12,ema_26,volatility_20,atr,volume_sma_20,volume_ratio,high_low_ratio,close_open_ratio
2025-10-17,36.36000061035156,38.380001068115234,36.08000183105469,37.0099983215332,119394700.0,37.0099983215332,0.0980599814664538,0.09863579611458557,-1.6321722314851828,-1.0516222618188555,-1.2579266834094844,-1.1510801548165046,2.7098715792141683,0.4833424462444212,1.6751870862238165,0.0,0.6865338217866491,0.42674105373718607
2025-10-20,37.56999969482422,38.52000045776367,37.560001373291016,38.099998474121094,80230200.0,38.099998474121094,0.693605785762034,0.6891881965318408,-1.3223878940873104,-0.9047657387282071,-1.0904620709673785,-1.0041203627030646,2.297732924018545,0.5250117620131494,1.4523816514479775,-1.1447644851524956,-0.5518240159649651,0.3393164919091385
2025-10-21,38.13999938964844,38.349998474121094,37.66999816894531,38.119998931884766,73134900.0,38.119998931884766,0.0,0.0,-1.0311773357143492,-0.7634112659408829,-0.9470162934246563,-0.8677634338000423,2.342996612640679,-1.0416597790013093,1.2157913140032404,-1.3198301282543405,-0.7952782312418294,0.0
2025-10-22,37.84000015258789,37.93000030517578,36.040000915527344,36.91999816894531,87099900.0,36.91999816894531,-0.7674093052661651,-0.78613351046342,-0.8421226568713539,-0.6411521941361439,-0.9309073974808374,-0.7840886488535485,2.0677054816264904,-1.083329094770035,0.8716532007292159,-0.7995446229718802,0.31992133098488296,-0.5516811997863567
2025-10-23,36.599998474121094,38.400001525878906,36.43000030517578,38.15999984741211,121974200.0,38.15999984741211,0.7927476857704278,0.7861135479013269,-0.7038142668911396,-0.512177353822384,-0.8085096226713728,-0.6632455407942603,0.19186343365162076,-0.7999949137240442,0.0987737855966518,0.6096272726235163,0.3729288492093512,1.0006326065236502
2025-10-24,40.02000045776367,41.119998931884766,37.83000183105469,38.279998779296875,246380000.0,38.279998779296875,0.06281511097150994,0.06323026495784656,-0.6116086735709967,-0.39550126230088545,-0.694420861768979,-0.5474163198382751,-0.342375737750998,0.06667154101445734,0.0,5.0051781618973195,1.439531613224405,-0.9961456157947748
2025-10-27,38.38999938964844,40.66999816894531,38.22999954223633,39.540000915527344,160007600.0,39.540000915527344,0.7766640453131184,0.7704158722227704,-0.4437811074944985,-0.2742940333091375,-0.4873691443334885,-0.3962359253007292,-0.503769348221722,0.6833379957529608,0.03292726436388904,1.9632075225976644,0.6890302020052391,0.7068663598104828
2025-10-28,39.59000015258789,42.47999954223633,39.540000915527344,41.529998779296875,181256400.0,41.529998779296875,1.194203222047152,1.1746694775439541,-0.1791045191571188,-0.12970305580430647,-0.13763055137247818,-0.18685088287351467,-0.3668855749600116,1.566671541014456,0.2839978219613558,2.5629033144817397,1.0305231093947842,1.148573987346977
2025-10-29,41.599998474121094,42.040000915527344,40.91999816894531,41.34000015258789,106962900.0,41.34000015258789,-0.12228670962439869,-0.12357120416154427,0.0,0.0,0.14162991798609134,0.0,-1.7499275190817747,1.4666753557214223,0.036269058950288584,0.10985257418113256,-0.4930820725023109,-0.13278176467098654
2025-10-30,40.970001220703125,41.43000030517578,40.11000061035156,40.15999984741211,84855500.0,40.15999984741211,-0.6970149609836832,-0.7129474580105205,0.09485905358567522,0.13447689061708268,0.27442465605098393,0.1314461422538676,-1.6940189639221594,-0.22499777475426885,-0.2506937604709119,-0.5819285884267178,-0.3134661782133509,-0.44633934904260947
2025-10-31,40.68000030517578,40.83000183105469,39.790000915527344,39.9900016784668,80471400.0,39.9900016784668,-0.1140873537875812,-0.11526594240130153,0.19966833011920251,0.26790193842117427,0.37187706087588374,0.2470150259499342,-1.7793546594161813,-0.38333036633902445,-0.4503824468591491,-0.683889495031048,-0.5330754567367514,-0.38119622066195946
2025-11-03,40.25,40.45000076293945,39.04999923706055,39.5,61267500.0,39.5,-0.306394214237966,-0.3108118034681592,0.2961857331088604,0.38684360639423326,0.41135821887425217,0.33675445920573965,-1.7160077095703414,-1.3250003178922467,-0.6764544947404103,-1.3359392836037587,-0.21806281753885978,-0.4199698328277773
2025-11-04,38.13999938964844,38.25,36.630001068115234,37.029998779296875,102250300.0,37.029998779296875,-1.5119820861473126,-1.5741076673308063,0.29154230416812654,0.48782264617761595,0.22812593360921565,0.33356714764942247,-0.21139446198682368,-0.48333290947700236,-0.7160021780386442,0.20938335593235724,0.05350406121495831,-0.6627748771605355
2025-11-05,37.41999816894531,38.689998626708984,37.11000061035156,38.380001068115234,74631600.0,38.380001068115234,0.861584453155213,0.8531835113041655,0.32305144893961196,0.6013431629615268,0.19149037732862711,0.3776823160421364,0.2122479791706765,-0.44166677263074894,-0.8431011426695387,-0.7906166440676428,0.0,0.6071228934097032
2025-11-06,38.34000015258789,39.84000015258789,36.79999923706055,37.2400016784668,76790500.0,37.2400016784668,-0.7248095629770623,-0.7418178841973821,0.3044777331766763,0.7015940026872343,0.06050511508895301,0.37876166122791055,0.49623065177827796,0.1750028610302266,-0.9013521100194226,-0.6916472512716242,1.298171854126467,-0.6532039941972148
2025-11-07,37.2599983215332,38.27000045776367,36.970001220703125,38.130001068115234,95148800.0,38.130001068115234,0.5604672849518436,0.5584121048409764,0.36285259377891804,0.8083987663949959,0.027731414070351745,0.41075131058549486,0.15204988739753586,0.0,-1.2924492880892071,0.15750081991860465,-0.24036952490177854,0.5536606509573906
,37.29999923706055,38.27000045776367,36.970001220703125,38.130001068115234,94374941.0,38.130001068115234,-0.012587251669012166,-0.012690352337332716,0.39303500841763495,0.919896465801359,0.0,0.4403404901381684,0.0,0.5166670905229976,-1.3353594920401053,0.14359847795973277,-0.24036952490177854,0.5282096272286773
